ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
3337	ps	kind of bird (hen, quail)	*parg-	parg-	p a r g		1646
826	hebrew	kind of bird (plover or cormorant)	ˀănāpā	ʔănaːpaː	ʔ ă n aː p aː		365
3413	geez	kind of bird of prey	sol	sol	s o l		1685
3434	ps	kind of bird of prey	*ṣVl(Vl)-	sˤ-l-	sˤ l		1692
3540	ps	kind of bird of prey	*gʷaz-, *gVz-	gʷaz-	gʷ a z		1734
3618	ps	kind of bird of prey	*kVs(Vs)-	k-s-	k s		1765
2675	arabic	kind of bird similar to the swallow and provided with a very long beak	nussāf-	nussaːf-	n u s s aː f		1080
3500	syriac	kind of bird, expl. Qaṭā, i.e. pterocles or coturnix	yaˁˁā	jaʕʕaː	j a ʕ ʕ aː		1720
3301	arabic	kind of bird, somewhat like a sparrow	naqqār-	naqqaːr-	n a q q aː r		1634
3475	ps	kind of creeping creature	*ŝarap-	ɬarap-	ɬ a r a p		1708
2800	ps	kind of disease (fever, cold in the head; plague)	*ˁaw/yš-, *ˁašw/y-	ʕaw	ʕ a w		1220
3532	ps	kind of fish	*kVwVr-	k-w-r-	k w r		1731
4097	ugaritic	kind of garment	γprt	ɣprt	ɣ p r t		2090
3510	hebrew	kind of gazelle	zämär	zæmær	z æ m æ r		1724
2659	ps	kind of insect	*ḫVnz(i/u)z-	x-nzz-	x n z z		1076
2666	ps	kind of insect	*mVn(Vn)-	m-n-	m n		1078
3271	ps	kind of insect	*mVḳ(Vḳ)-	m-qˤ-	m qˤ		1623
3277	ps	kind of insect	*mVs/ŝVṭ-	m-s	m s		1625
3298	ps	kind of insect	*ḫaml-, *ḫVlVm-	xaml-	x a m l		1633
3307	ps	kind of insect	*bur-	bur-	b u r		1637
3375	ps	kind of insect	*dVg-	d-g-	d g		1657
3380	ps	kind of insect	*dim-	dim-	d i m		1659
3394	ps	kind of insect	*sVḥ/ḫVṭ-	s-ħ	s ħ		1676
3421	ps	kind of insect	*gūg-	guːg-	g uː g		1688
3480	ps	kind of insect	*ŝₓVbay(-at)-	ɬₓ-baj-	ɬₓ b a j		1711
3517	ps	kind of insect	*zīz-	ziːz-	z iː z		1726
3521	ps	kind of insect	*garad-	garad-	g a r a d		1727
3546	ps	kind of insect	*ḥVbVŝₓ-	ħ-b-ɬₓ-	ħ b ɬₓ		1736
3602	ps	kind of insect	*kʷaraz-, karaʒ-	kʷaraz-	kʷ a r a z		1757
3644	ps	kind of insect	*ḳVmḥ-	qˤ-mħ-	qˤ m ħ		1789
3492	ps	kind of insect (bee, wasp)	*ṭVrVḳay-, *ṭVḳVray-	tˤ-r-qˤaj-	tˤ r qˤ a j		1717
3497	akkadian	kind of insect or larva	šublatum	ʃublatum	ʃ u b l a t u m		1719
3262	ps	kind of insect or worm	*bik(ʷ)ay-, *bukay-	bikaj-	b i k a j		1618
3336	arabic	kind of insect similar to the scarab marked with black and white spots which usually accompanies or precedes scorpions or vipers	fāliyat-	faːlijat-	f aː l i j a t		1645
3334	ps	kind of insect, louse	*pVl(y)-	p-l-	p l		1645
3496	ps	kind of insect, snail	*ṯVbl(Vl)-	θ-bl-	θ b l		1719
1889	ps	kind of large aquatic animal	*lVḫVm-	l-x-m-	l x m		785
3405	arabic	kind of little bird similar to a swallow	samāmat-	samaːmat-	s a m aː m a t		1679
1629	arabic	kind of locust	ḥarǯal-, ḥarǯūl-	ħargal-	ħ a r g a l		677
3472	ps	kind of mouse, rat	*ŝVm-	ɬ-m-	ɬ m		1707
3417	ps	kind of reptile (snake, lizard)	*š/ŝVmm-	ʃ	ʃ		1687
3523	ps	kind of rodent	*gVrVḏ(-Vn)-	g-r-ð-	g r ð		1728
2617	arabic	kind of sieve made of palm leaves	nafiyy-	nafijj-	n a f i j j		1065
3021	ps	kind of skin ulcer; mole, mark on the skin	*rVm-	r-m-	r m		1507
3342	arabic	kind of small aquatic bird	firfir-	firfir-	f i r f i r		1647
3302	ps	kind of small bird	*bVl-	b-l-	b l		1635
3377	ps	kind of small creature	*dVlVl-	d-l-l-	d l l		1658
1998	ps	kind of small mammal	*šVkk-	ʃ-kk-	ʃ k k		828
839	ps	kind of snake (viper?)	*ˀapˁaw-	ʔapʕaw-	ʔ a p ʕ a w		368
2677	ps	kind of snake, worm	*šibb-	ʃibb-	ʃ i b b		1084
3430	ps	kind of snake, worm, insect larvae	*šVpp-	ʃ-pp-	ʃ p p		1691
1218	ps	kind of vermin, worm	*ˁa/urub-	ʕa	ʕ a		526
835	ps	kind of wild cat	*ˀa(n)z/ḏar-	ʔaz	ʔ a z		367
3239	ps	kind of wild cat	*ˁVrw/y-	ʕ-rw	ʕ r w		1609
3389	ps	kind of worm, insect	*ḏVr(r)-	ð-r-	ð r		1674
3626	ps	kind of worm, insect	*ḳV(n)ḳVn-	qˤ-qˤ-n-	qˤ qˤ n		1778
1121	ps	kind of ﬁsh	*ˁabVw-	ʕab-w-	ʕ a b w		498
3313	syriac	kite	daytā, dayway	dajtaː	d a j t aː		1639
3437	geez	kite (bird)	ṣilat	sˤilat	sˤ i l a t		1692
150	ps	knee	*bi/ark-	bi	b i		31
152	ugaritic	knee	brk	brk	b r k		31
153	hebrew	knee	bäräk	bæræk	b æ r æ k		31
156	geez	knee	bərk	bərk	b ə r k		31
2068	ps	knee and shin-bone; lower leg (of animal)	*kurāˁ-	kuraːʕ-	k u r aː ʕ		851
151	akkadian	knee, lap	birku, burku	birku	b i r k u		31
3831	akkadian	knee, shin, calf of the leg	kimṣu, kinṣu, kiṣṣu	kimsˤu	k i m sˤ u		1910
154	syriac	knee; bowing down, genuflection; middle part of plow	burkā	burkaː	b u r k aː		31
402	akkadian	knowing someone, expert, wise,competent, learned; acquaintance, person known	mūdû	muːdû	m uː d û		90
3669	syriac	laboravit; veneratus est, coluit (deum) (to labor; to venerate, worship (god)	plḥ	plħ	p l ħ		1806
2263	akkadian	labour pains	ḫīlū	xiːluː	x iː l uː		962
2266	hebrew	labour pains	ḥīl, ḥīlā	ħiːl	ħ iː l		962
727	akkadian	lady	baˀlatu	baʔlatu	b a ʔ l a t u		335
2517	ugaritic	lady	bˁlt	bʕlt	b ʕ l t		1041
2298	arabic	laisser couler le sperme (dans la copulation ou autrement) (let the sperm flow (in copulation or otherwise)	mny	mnj	m n j		972
818	ps	lamb	*ˀimmar-	ʔimmar-	ʔ i m m a r		363
820	ugaritic	lamb	ˀmr	ʔmr	ʔ m r		363
821	hebrew	lamb	ˀimmēr	ʔimmeːr	ʔ i m m eː r		363
822	syriac	lamb	ˀemmrā	ʔemmraː	ʔ e m m r aː		363
823	arabic	lamb	ˀa/immar-	ʔa	ʔ a		363
1410	syriac	lamb	parrā, partā	parraː	p a r r aː		594
1428	ps	lamb	*ḫVrVp-	x-r-p-	x r p		603
1432	arabic	lamb	ḫarūf-	xaruːf-	x a r uː f		603
1411	arabic	lamb, kid or antelope cub	furfur-	furfur-	f u r f u r		594
2751	akkadian	lame, crippled	pessû	pessû	p e s s û		1119
1749	akkadian	lap, crotch	sūnu	suːnu	s uː n u		732
1583	hebrew	large Libyan lizard	ḥardōn	ħardoːn	ħ a r d oː n		660
3014	akkadian	large intestine; paunch, belly(?)	šammāḫu	ʃammaːxu	ʃ a m m aː x u		1502
3266	ps	large wild beast	*hVm/wām-	h-m	h m		1619
3491	ps	large-hoofed animal	*tVrbal-, *bVrtal-	t-rbal-	t r b a l		1716
395	arabic	leaf	waraq-	waraq-	w a r a q		87
4115	ps	leaf	*γār-	ɣaːr-	ɣ aː r		2096
1670	hebrew	leather pouch	mäšäk	mæʃæk	m æ ʃ æ k		703
4117	arabic	leaves of the grapevine	γār-	ɣaːr-	ɣ aː r		2096
1166	ps	leech	*ˁala/ūḳ(-at)-	ʕala	ʕ a l a		506
1167	akkadian	leech	ilḳu	ilqˤu	i l qˤ u		506
1168	hebrew	leech	ˁălūḳā	ʕăluːqˤaː	ʕ ă l uː qˤ aː		506
1170	syriac	leech	ˁellaḳtā, ˁallūḳā	ʕellaqˤtaː	ʕ e l l a qˤ t aː		506
1171	arabic	leech	ˁalaq-(at-)	ʕalaq-	ʕ a l a q		506
1172	geez	leech	ˁalaḳt	ʕalaqˤt	ʕ a l a qˤ t		506
1032	ps	leek	*karaṯ-	karaθ-	k a r a θ		477
1034	akkadian	leek	karašu	karaʃu	k a r a ʃ u		477
1035	hebrew	leek	kārēšā	kaːreːʃaː	k aː r eː ʃ aː		477
1036	syriac	leek	karrātā	karraːtaː	k a r r aː t aː		477
1037	arabic	leek	karāṯ-, karrāṯ-, kurrāṯ-	karaːθ-	k a r aː θ		477
1355	akkadian	left	šumēlu	ʃumeːlu	ʃ u m eː l u		565
1360	arabic	left	šimāl-	ʃimaːl-	ʃ i m aː l		565
1354	ps	left hand (side)	*ŝamˀāl-	ɬamʔaːl-	ɬ a m ʔ aː l		565
1356	ugaritic	left hand, side	šmˀal	ʃmʔal	ʃ m ʔ a l		565
1359	arabic	left side, direction	šaˀmat-	ʃaʔmat-	ʃ a ʔ m a t		565
1357	hebrew	left side, left	ŝəmō(ˀ)l	ɬəmoːl	ɬ ə m oː l		565
1358	syriac	left side, left hand	semmālā	semmaːlaː	s e m m aː l aː		565
587	ps	leg	*paˁm-	paʕm-	p a ʕ m		179
3160	ugaritic	leg	ˀišd	ʔiʃd	ʔ i ʃ d		1588
3835	geez	leg, shin, shinbone, thigh	ḳʷəyṣ, ḳʷəṣ	qˤʷəjsˤ	qʷˤ ə j sˤ		1910
3945	ps	legs (as lower parts of body)	*šapū/il-	ʃapuː	ʃ a p uː		2003
3947	arabic	legs of a camel; lower body parts, ass	safilat-	safilat-	s a f i l a t		2003
488	akkadian	lenght	urku	urku	u r k u		125
1471	ps	leopard	*namir-	namir-	n a m i r		619
1472	akkadian	leopard	nimru	nimru	n i m r u		619
1473	hebrew	leopard	nāmēr	naːmeːr	n aː m eː r		619
1474	syriac	leopard	nemrā	nemraː	n e m r aː		619
1475	arabic	leopard	nimr-, namir-	nimr-	n i m r		619
1476	geez	leopard	namr	namr	n a m r		619
3887	arabic	leper, who has scaly skin	ˀaslaˁ-	ʔaslaʕ-	ʔ a s l a ʕ		1979
2404	akkadian	leprosy	epḳu	epqˤu	e p qˤ u		1004
2409	akkadian	leprosy	garabu	garabu	g a r a b u		1005
3886	arabic	leprosy	sulaˁ-	sulaʕ-	s u l a ʕ		1979
2408	ps	leprosy, mange, scab	*garab-	garab-	g a r a b		1005
2396	geez	leprosy, scab	lamṣ	lamsˤ	l a m sˤ		1002
2411	syriac	leprosy; scabies	garbā	garbaː	g a r b aː		1005
802	akkadian	life, soul	napištu	napiʃtu	n a p i ʃ t u		356
383	ugaritic	light	nr	nr	n r		86
384	hebrew	light	nēr	neːr	n eː r		86
1313	ps	light	*ˀr	ʔr	ʔ r		554
1316	ugaritic	light	ˀar, ˀir	ʔar	ʔ a r		554
1317	hebrew	light	ˀōr	ʔoːr	ʔ oː r		554
3944	syriac	light	dlilā	dlilaː	d l i l aː		2000
2143	akkadian	light, shining appearance of the sun, moon and stars, sultry weather, open air, open sun	ṣētu	sˤeːtu	sˤ eː t u		869
1271	ps	lightning	*baraḳ-/*barḳ-	baraqˤ-	b a r a qˤ		543
1272	akkadian	lightning	birḳu	birqˤu	b i r qˤ u		543
1273	ugaritic	lightning	brḳ	brqˤ	b r qˤ		543
1274	hebrew	lightning	bārāḳ	baːraːqˤ	b aː r aː qˤ		543
1275	syriac	lightning	barḳā	barqˤaː	b a r qˤ aː		543
1276	arabic	lightning	barq-	barq-	b a r q		543
1277	geez	lightning	mabraḳ	mabraqˤ	m a b r a qˤ		543
2948	ugaritic	like	k	k	k		1387
2953	ugaritic	like	km/kmm	km	k m		1389
2954	hebrew	like, as	kəmō	kəmoː	k ə m oː		1389
2949	hebrew	like, as; as many as, about; according to	kə	kə	k ə		1387
2946	ps	like, in the manner of	*kV	k-	k		1387
2950	arabic	like, in the manner of	ka-	ka-	k a		1387
2951	ps	like, in the manner of	*kVma/kVmā	k-ma	k m a		1389
2952	akkadian	like, in the manner of, as, according to, corresponding to, instead of, in lieu of	kīma	kiːma	k iː m a		1389
2947	akkadian	like, in the manner of, as, according to, instead of	kî	kî	k î		1387
879	hebrew	limb, part	ˀēbär	ʔeːbær	ʔ eː b æ r		377
3582	hebrew	limb; vertebra of the spinal column; link	ḥulyā	ħuljaː	ħ u l j aː		1750
2753	hebrew	limping	pissēaḥ	pisseːaħ	p i s s eː a ħ		1119
519	ps	lion	*labVˀ-	lab-ʔ-	l a b ʔ		136
520	akkadian	lion	labbu	labbu	l a b b u		136
521	ugaritic	lion	lbˀu	lbʔu	l b ʔ u		136
670	akkadian	lion	nēšu	neːʃu	n eː ʃ u		272
3240	arabic	lion	ˁurwat-	ʕurwat-	ʕ u r w a t		1609
3268	arabic	lion	hawwām	hawwaːm	h a w w aː m		1619
3276	arabic	lion	ˀal-madīn-	ʔal-madiːn-	ʔ a l m a d iː n		1624
522	hebrew	lioness	lābī(ˀ)	laːbiː	l aː b iː		136
523	arabic	lioness	lubaˀat-, labuˀat-	lubaʔat-	l u b a ʔ a t		136
1975	ps	lip	*ŝap-at-	ɬap-at-	ɬ a p a t		821
1976	akkadian	lip	šaptu	ʃaptu	ʃ a p t u		821
1977	ugaritic	lip	špt	ʃpt	ʃ p t		821
1978	hebrew	lip	ŝāpā	ɬaːpaː	ɬ aː p aː		821
1979	syriac	lip	septā	septaː	s e p t aː		821
1980	arabic	lip	šafat-	ʃafat-	ʃ a f a t		821
417	hebrew	little moons (as amulets or jewelry)	ŝahărōnīm	ɬahăroːniːm	ɬ a h ă r oː n iː m		95
3718	arabic	little water	baḍaḍ-	badˤadˤ-	b a dˤ a dˤ		1834
2272	syriac	live coal	ḳdihtā	qˤdihtaː	qˤ d i h t aː		964
157	ps	liver	*kabid-	kabid-	k a b i d		33
159	ugaritic	liver	kbd	kbd	k b d		33
160	hebrew	liver	kābēd	kaːbeːd	k aː b eː d		33
165	akkadian	liver (examined by the haruspex), liver model; omen	amūtu	amuːtu	a m uː t u		34
163	geez	liver, stomach, belly	kabd	kabd	k a b d		33
161	syriac	liver; anger	kabdā	kabdaː	k a b d aː		33
1398	hebrew	livestock, cattle	bəˁīr	bəʕiːr	b ə ʕ iː r		590
1585	arabic	lizard	ḥirḏawn-, ḥirdawn-	ħirðawn-	ħ i r ð a w n		660
1925	arabic	location that is behind, beyond; the time past	warāˀ-	waraːʔ-	w a r aː ʔ		793
1770	arabic	lock of hair	šaˁfat­-	ʃaʕfat-	ʃ a ʕ f a t		738
844	ps	locust	*ˀa/irbay-	ʔa	ʔ a		369
845	akkadian	locust	erbû	erbû	e r b û		369
846	ugaritic	locust	ˀirby	ʔirbj	ʔ i r b j		369
1625	ps	locust	*ḥargal-	ħargal-	ħ a r g a l		677
1626	akkadian	locust	ergilu	ergilu	e r g i l u		677
1627	hebrew	locust	ḥargōl	ħargoːl	ħ a r g oː l		677
3408	ps	locust	*g(ʷ)Vb-	g-b-	g b		1684
3518	akkadian	locust	zizānu	zizaːnu	z i z aː n u		1726
3522	arabic	locust	ǯarād-	garaːd-	g a r aː d		1727
849	arabic	locusta marina	ˀirbiyān-	ʔirbijaːn-	ʔ i r b i j aː n		369
3592	geez	loin	ḥəlṣ	ħəlsˤ	ħ ə l sˤ		1752
3588	ps	loin, hip	*ḥVlṣ-	ħ-lsˤ-	ħ l sˤ		1752
3590	hebrew	loins	ḥălāṣayim	ħălaːsˤajim	ħ ă l aː sˤ a j i m		1752
1713	geez	loins, thigh, groin	ṣarāˁt	sˤaraːʕt	sˤ a r aː ʕ t		717
1739	hebrew	loins; genitals	käsäl	kæsæl	k æ s æ l		729
489	ugaritic	long	ˀrk	ʔrk	ʔ r k		125
491	syriac	long	ˀarrīk	ʔarriːk	ʔ a r r iː k		125
4003	akkadian	long time, eternity	dāru	daːru	d aː r u		2024
490	hebrew	long, extending; longlasting	ˀārōk	ʔaːroːk	ʔ aː r oː k		125
487	akkadian	long, tall	arku	arku	a r k u		125
2129	akkadian	loop, tendril	kippatu	kippatu	k i p p a t u		863
2002	hebrew	loosely hanging and unplaited hair on the head	päraˁ	pæraʕ	p æ r a ʕ		831
726	ps	lord	*baˁl-	baʕl-	b a ʕ l		335
729	akkadian	lord	bēlu	beːlu	b eː l u		335
730	ugaritic	lord, owner	bˁl	bʕl	b ʕ l		335
1608	ps	louse	*ḳalm-	qˤalm-	qˤ a l m		671
1610	ps	louse	*kVnVm-	k-n-m-	k n m		672
1614	syriac	louse, nit	nābā	naːbaː	n aː b aː		674
1609	syriac	louse, parasite, weevil	ḳalmā	qˤalmaː	qˤ a l m aː		671
1727	ugaritic	lower belly	ḥmṯ	ħmθ	ħ m θ		724
1725	ps	lower belly, uterus, womb	*ḥamṯ-	ħamθ-	ħ a m θ		724
2071	hebrew	lower leg, fibula	kərāˁayim	kəraːʕajim	k ə r aː ʕ a j i m		851
1750	arabic	lower part of the belly, the pubes	ṯunnat-	θunnat-	θ u n n a t		732
1736	ps	lower part of the trunk, genitals	*kVsl-	k-sl-	k s l		729
1815	ps	lung	*si/anp-	si	s i		755
1818	geez	lung	sanbuˀ, sanbuˁ	sanbuʔ	s a n b u ʔ		755
836	akkadian	lynx	azaru	azaru	a z a r u		367
916	arabic	lèvre du vagin de la femme (woman's vagina lip)	ˀiskat-	ʔiskat-	ʔ i s k a t		391
2476	arabic	mad	ˀašǯaˁ	ʔaʃgaʕ	ʔ a ʃ g a ʕ		1025
1831	hebrew	magic	ḥărāšīm	ħăraːʃiːm	ħ ă r aː ʃ iː m		762
1832	syriac	magic arts	ḥerešā	ħereʃaː	ħ e r e ʃ aː		762
1830	ugaritic	magic spell	ḥrš	ħrʃ	ħ r ʃ		762
2503	ps	maidservant	*ˀam-at-	ʔam-at-	ʔ a m a t		1038
2505	ugaritic	maidservant	ˀamt	ʔamt	ʔ a m t		1038
2506	hebrew	maidservant	ˀāmā	ʔaːmaː	ʔ aː m aː		1038
2507	syriac	maidservant	ˀamtā	ʔamtaː	ʔ a m t aː		1038
2508	arabic	maidservant	ˀamat-	ʔamat-	ʔ a m a t		1038
2509	geez	maidservant	ˀamat	ʔamat	ʔ a m a t		1038
2485	ps	male	*ḏakar-	ðakar-	ð a k a r		1031
2487	ugaritic	male animal	dkr	dkr	d k r		1031
1440	hebrew	male goat or sheep	ˁattūd	ʕattuːd	ʕ a t t uː d		605
1442	ps	male kid	*ˁurīṯ̣-	ʕuriːθˤ-	ʕ u r iː θˤ		606
1438	ps	male of small cattle	*ˁat(t)ūd-	ʕatuːd-	ʕ a t uː d		605
2489	syriac	male, masculine animal; ram; penis; arsenic	dekrā	dekraː	d e k r aː		1031
2490	arabic	male; penis	ḏakar-	ðakar-	ð a k a r		1031
1011	akkadian	malt	buḳlu	buqˤlu	b u qˤ l u		434
458	arabic	man	(ˀ)imruˀ-	imruʔ-	i m r u ʔ		105
459	arabic	man	marˀ-	marʔ-	m a r ʔ		105
558	ugaritic	man, human being, husband	mt	mt	m t		157
2486	akkadian	man, male	zikaru	zikaru	z i k a r u		1031
2488	hebrew	man, male	zākār	zaːkaːr	z aː k aː r		1031
456	ps	man; son; lord	*marˀ-	marʔ-	m a r ʔ		105
1946	arabic	mane, feathers on the neck	ˁurf-	ʕurf-	ʕ u r f		803
1906	akkadian	mankind, human beings, people	nišū	niʃuː	n i ʃ uː		789
1901	akkadian	many	mādu	maːdu	m aː d u		788
1902	ugaritic	many	mˀad, mˀud	mʔad	m ʔ a d		788
1903	hebrew	many	məˀōd	məʔoːd	m ə ʔ oː d		788
1618	syriac	mare; kind of worms which infest the grape vine	sūstā, sāsā	suːstaː	s uː s t aː		675
897	akkadian	mare; sheass, donkey mare	atānu	ataːnu	a t aː n u		384
1164	arabic	mares murum, quibus yarbūˁ nomen est	ˁakābir-	ʕakaːbir-	ʕ a k aː b i r		504
2430	arabic	mark of beating; a healed wound	ḥibr-	ħibr-	ħ i b r		1009
4021	hebrew	mark, mole, wart	šūmā	ʃuːmaː	ʃ uː m aː		2036
1189	ps	maternal aunt	*ḫāl-at-	xaːl-at-	x aː l a t		512
1190	syriac	maternal aunt	ḥāltā	ħaːltaː	ħ aː l t aː		512
1191	arabic	maternal aunt	ḫālat-	xaːlat-	x aː l a t		512
3850	syriac	maxilla (jaw)	lōˁā	loːʕaː	l oː ʕ aː		1914
3086	ps	me (accusative pronominal suffix, 1 sg.)	*-nī	-niː	n iː		1563
3087	geez	me (accusative pronominal suffix, 1 sg.)	-ni	-ni	n i		1563
3693	hebrew	meaning, explanation	pēšär	peːʃær	p eː ʃ æ r		1827
1039	akkadian	melon, gourd, cucumber (a member of the genus Cucurbitaceae)	ḳiššû	qˤiʃʃû	qˤ i ʃ ʃ û		478
4100	akkadian	membrane, film	ipu	ipu	i p u		2092
559	hebrew	men, persons	mətīm	mətiːm	m ə t iː m		157
3584	arabic	mid back, vertebra	maḥāl-, maḥālat-	maħaːl-	m a ħ aː l		1750
3595	arabic	middle of chest, chest, breastbone, etc.	ḥammāmat-	ħammaːmat-	ħ a m m aː m a t		1753
3623	arabic	middle of the body, slim mid body	ˀaḫmaṣ-	ʔaxmasˤ-	ʔ a x m a sˤ		1772
132	akkadian	middle, center, middle part	ḳablu	qˤablu	qˤ a b l u		28
162	arabic	middle, interior	kabid-	kabid-	k a b i d		33
3747	ugaritic	midsection	ḳrb	qˤrb	qˤ r b		1852
987	hebrew	mighty tree	ˀayil	ʔajil	ʔ a j i l		414
847	hebrew	migratory locust	ˀarbǟ	ʔarbæː	ʔ a r b æː		369
2440	arabic	mild species of leprosy	bahaq-	bahaq-	b a h a q		1011
3450	arabic	milieu du dos, vertèbres (d'une bête de somme) (middle of the back, chine)	ǯašš-	gaʃʃ-	g a ʃ ʃ		1695
4190	syriac	mill, millhouse, millstone	raḥyā	raħjaː	r a ħ j aː		2157
4191	arabic	mill, millstone	raḥan	raħan	r a ħ a n		2157
2848	syriac	miracle	prištā	priʃtaː	p r i ʃ t aː		1316
3941	akkadian	misery, hardship, toil	dullu	dullu	d u l l u		2000
2518	hebrew	mistress	baˁălā	baʕălaː	b a ʕ ă l aː		1041
2520	geez	mistress of the house	bāˁəlt	baːʕəlt	b aː ʕ ə l t		1041
2282	akkadian	mit schütterem Haar?	gardu	gardu	g a r d u		967
325	ps	molar tooth	*ṣ̂irš-	ɬˤirʃ-	ɬˤ i r ʃ		65
328	syriac	molar tooth	ˁaršā	ʕarʃaː	ʕ a r ʃ aː		65
330	geez	molar tooth	ṣ̂ərs	ɬˤərs	ɬˤ ə r s		65
3022	akkadian	mole, mark	erimu, erimmu, erimtu, irimmu	erimu	e r i m u		1507
2419	ps	mole; pustule	*ḥ/ḫalaˀ-	ħ	ħ		1007
4022	arabic	mole; sign (any black sign seen on earth)	šāmat-	ʃaːmat-	ʃ aː m a t		2036
1999	akkadian	mongoose	šikkû	ʃikkû	ʃ i k k û		828
413	syriac	month	yarḥā	jarħaː	j a r ħ aː		94
409	ps	moon	*war(i)ḫ-	warx-	w a r x		94
411	ugaritic	moon	yrḫ	jrx	j r x		94
412	hebrew	moon	yārēaḥ	jaːreːaħ	j aː r eː a ħ		94
415	ps	moon	*ŝahr-	ɬahr-	ɬ a h r		95
418	syriac	moon	sahrā	sahraː	s a h r aː		95
420	geez	moon, first day of the month	ŝāhr	ɬaːhr	ɬ aː h r		95
414	geez	moon, month	warḫ	warx	w a r x		94
410	akkadian	moon, new moon; month	warḫu	warxu	w a r x u		94
3372	arabic	morceau de peau enlevée (piece of skin removed)	ǯulfat-	gulfat-	g u l f a t		1655
832	arabic	mordre, saisir avec les dents (to bite, to grasp with teeth)	ˀrn	ʔrn	ʔ r n		366
975	arabic	moringa	bān-	baːn-	b aː n		407
1314	akkadian	morning	urru	urru	u r r u		554
1331	akkadian	morning	šēru	ʃeːru	ʃ eː r u		559
1615	ps	moth	*sā/ūs-	saː	s aː		675
1616	akkadian	moth	sāsu	saːsu	s aː s u		675
1619	arabic	moth	sūs-	suːs-	s uː s		675
1620	ps	moth	*ˁVṯ(V)ṯ-	ʕ-θθ-	ʕ θ θ		676
1621	akkadian	moth	ašāšu	aʃaːʃu	a ʃ aː ʃ u		676
1622	hebrew	moth	ˁāš	ʕaːʃ	ʕ aː ʃ		676
1624	arabic	moth	ˁuṯṯat-	ʕuθθat-	ʕ u θ θ a t		676
1078	ps	mother	*ˀimm-	ʔimm-	ʔ i m m		490
1079	akkadian	mother	ummu	ummu	u m m u		490
1080	ugaritic	mother	ˀum	ʔum	ʔ u m		490
1081	hebrew	mother	ˀēm	ʔeːm	ʔ eː m		490
1082	syriac	mother	ˀemmā	ʔemmaː	ʔ e m m aː		490
1083	arabic	mother	ˀumm-	ʔumm-	ʔ u m m		490
1084	geez	mother	ˀəmm	ʔəmm	ʔ ə m m		490
1368	ps	mother-in-law	*ḥamāt-	ħamaːt-	ħ a m aː t		570
1369	akkadian	motherinlaw	emētu	emeːtu	e m eː t u		570
1370	hebrew	motherinlaw	ḥāmōt	ħaːmoːt	ħ aː m oː t		570
1371	syriac	motherinlaw	ḥmātā	ħmaːtaː	ħ m aː t aː		570
1372	arabic	motherinlaw	ḥamāt-	ħamaːt-	ħ a m aː t		570
1373	geez	motherinlaw	ḥamot	ħamot	ħ a m o t		570
2661	arabic	mouche qui s'attaque au chameau, s'introduit dans son nez et le tourmente (fly that attacks the camel, gets into its nose and torments it)	ḫunzuwānat-	xunzuwaːnat-	x u n z u w aː n a t		1076
1212	ps	mound	*tVll-	t-ll-	t l l		523
1213	akkadian	mound	tillu	tillu	t i l l u		523
1215	hebrew	mound	tēl	teːl	t eː l		523
1216	syriac	mound	tellā	tellaː	t e l l aː		523
1217	arabic	mound	tall-	tall-	t a l l		523
858	syriac	mountain goat	ˀarnā	ʔarnaː	ʔ a r n aː		371
672	akkadian	mountain; open country	šadû	ʃadû	ʃ a d û		289
1161	hebrew	mouse	ˁakbār	ʕakbaːr	ʕ a k b aː r		504
1162	syriac	mouse	ˀagbrā	ʔagbraː	ʔ a g b r aː		504
1527	ps	mouse	*paˀr-	paʔr-	p a ʔ r		633
1528	akkadian	mouse	pērūrūtu	peːruːruːtu	p eː r uː r uː t u		633
1529	arabic	mouse	faˀr-	faʔr-	f a ʔ r		633
1158	ps	mouse, jerboa	*ˁakbar-	ʕakbar-	ʕ a k b a r		504
1120	geez	mouse, weasel	ˀanṣawā, ˀanṣewā, ˀanṣowā	ʔansˤawaː	ʔ a n sˤ a w aː		497
1163	syriac	mouse; muscle	ˁuḳbrā, ˁuḳbartā	ʕuqˤbraː	ʕ u qˤ b r aː		504
1769	hebrew	moustache	ŝāpām	ɬaːpaːm	ɬ aː p aː m		738
171	ps	mouth	*pay-	paj-	p a j		35
172	akkadian	mouth	pû	pû	p û		35
173	ugaritic	mouth	p	p	p		35
176	arabic	mouth	fam-	fam-	f a m		35
177	geez	mouth	ˀaf	ʔaf	ʔ a f		35
174	hebrew	mouth; opening	pǟ	pæː	p æː		35
175	syriac	mouth; opening; flesh (of fruit); sharp edge (of sword)	pūmā	puːmaː	p uː m aː		35
1202	ps	mud, clay	*ṭīn-	tˤiːn-	tˤ iː n		518
1204	hebrew	mud, clay	ṭīṭ	tˤiːtˤ	tˤ iː tˤ		518
1205	syriac	mud, clay	ṭīnā	tˤiːnaː	tˤ iː n aː		518
1206	arabic	mud, clay	ṭīn-	tˤiːn-	tˤ iː n		518
1524	akkadian	mule	parû	parû	p a r û		631
3844	arabic	musk purse	labīḫat-	labiːxat-	l a b iː x a t		1912
1880	arabic	muzzle, beak	ḫaṭm-	xatˤm-	x a tˤ m		780
1877	akkadian	muzzle, snout	ḫuṭṭimmu	xutˤtˤimmu	x u tˤ tˤ i m m u		780
