ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
5121	Arabic	heat, flame	ˀirrat-		(LA 4 18)	554
3770	Arabic	heat, flame	ˀuwār-		(LA 4 39)	554
5123	Geez	sun, light	ˀer		(CDG 36, EDG 118)	554
	PS	shadow	*ṯ̣ill-		(Fronzaroli 1965a: 138, 145, 149; Kogan 2011: 196)	556
5125	Akkadian	shadow	ṣillu		(CAD Ṣ 189, AHw. 1101)	556
5126	Ugaritic	shadow	ṯ̣l		(DUL 1002)	556
5127	Hebrew	shadow	ṣēl		(HALOT 1024)	556
5129	Arabic	shadow	ḏ̣ill-		(Lane 1915)	556
5130	Geez	shadow	ṣəlālot		(CDG 555)	556
	PS	to be dark	*dhm		(Fronzaroli 1965a: 138–139, 145, 149; Kogan 2011: 196; EDA II)	558
5133	Akkadian	to be(come) dark, dim	daˀāmu		(CAD D 1, AHw. 146)	558
7911	Arabic	dark	ˀadham		(Lane 925)	558
	PS	dawn, morning	*šaḥ(a)r-		(Fronzaroli 1965a: 141, 147, 150; Kogan 2011: 196–197)	559
5155	Akkadian	morning	šēru		(CAD Š₂ 331, AHw. 1219)	559
5160	Ugaritic	dawn	šḥr		(DUL 812)	559
5161	Hebrew	dawn	šaḥar		(HALOT 1466)	559
5163	Arabic	dawn	saḥar-		(Lane 1317)	559
	PS	year	*šan-at-		(Fronzaroli 1965a: 143, 148, 150; Kogan 2011: 197)	560
5166	Akkadian	year	šattu		(CAD Š₂ 197, AHw. 1201)	560
5167	Ugaritic	year	šnt		(DUL 834)	560
5168	Hebrew	year	šānā		(HALOT 1600)	560
5169	Syriac	year	šattā		(LSyr. 789, SL 1581)	560
5170	Arabic	year	sanat-		(Lane 197)	560
	PS	autumn	*ḫVrp-		(Kogan 2011: 197)	561
5175	Akkadian	autumn	ḫarpū		(CAD Ḫ 106, AHw. 326)	561
5181	Ugaritic	autumn(?)	ḫrpnt		(DUL 450)	561
5176	Hebrew	autumn	ḥōräp		(HALOT 356)	561
5177	Arabic	autumn; year	ḫarīf-		(Lane 726)	561
5174	Geez	current year	ḫarif		(LLA 590)	561
	PS	right hand (side)	*yamVn-		(CDG 627)	564
5188	Akkadian	right	imnu		(CAD I 136, AHw. 379)	564
5189	Ugaritic	right	ymn		(DUL 967)	564
25726	Hebrew	right side	yāmīn		(HALOT 415)	564
5190	Syriac	right	yammīnā		(LSyr. 303, SL 576)	564
5191	Arabic	right	yamīn-, yaman-		(Lane 3064)	564
5193	Geez	right	yamān		(CDG 627)	564
	PS	left hand (side)	*ŝamˀāl-		(SED I No. 264; Kogan 2011: 197)	565
5199	Akkadian	left	šumēlu		(CAD Š₃ 267, AHw 1271)	565
5200	Ugaritic	left hand, side	šmˀal		(DUL 822)	565
5201	Hebrew	left side, left	ŝəmō(ˀ)l		(HALOT 1332)	565
5202	Syriac	left side, left hand	semmālā		(LSyr. 481, SL 1020)	565
5207	Arabic	left side, direction	šaˀmat-		(Lane 1490)	565
17702	Arabic	left	šimāl-		(BK 1 1273, Lane 1601)	565
17703	Arabic	north wind	šamāl-		(BK 1 1273, Lane 1601)	565
	PS	father-in-law	*ḥam-		(Kogan 2014: 101)	569
5246	Akkadian	fatherinlaw	emu		(CAD E 154, AHw. 214)	569
5248	Hebrew	fatherinlaw	ḥām		(HALOT 324)	569
5250	Syriac	fatherinlaw	ḥmā		(LSyr. 238, SL 461)	569
5252	Arabic	fatherinlaw	ḥam-		(Lane 650)	569
5254	Geez	fatherinlaw	ḥam		(LLA 77)	569
	PS	mother-in-law	*ḥamāt-		(Kogan 2011: 236; Kogan 2014: 101)	570
5247	Akkadian	motherinlaw	emētu		(CAD E 154, AHw. 214)	570
5249	Hebrew	motherinlaw	ḥāmōt		(HALOT 327)	570
5251	Syriac	motherinlaw	ḥmātā		(LSyr. 242, SL 469)	570
5253	Arabic	motherinlaw	ḥamāt-		(Lane 650)	570
5255	Geez	motherinlaw	ḥamot		(LLA 77)	570
	PS	to speak affectively, to shout	*rgm		(Kogan 2015: 217‒218, 267)	571
7933	Akkadian	to call; to prophesy; to summon; to lodge a claim, to sue	ragāmu		(CAD R 62, AHw. 941)	571
529	Ugaritic	to say	rgm		(DUL 733)	571
12760	Arabic	to revile, to utter evil speech; III. to plead in defense of someone	rǯm		(Lane 1047)	571
12761	Geez	to curse, to insult	ragama		(CDG 465)	571
	PS	sleep	*šin-at-		(Kogan 2011: 229; Kogan 2015: 268)	572
10745	Akkadian	sleep	šittu		(CAD Š₃ 140, AHw. 1252)	572
7938	Akkadian	dream	šuttu		(CAD Š₃ 405, AHw. 1292)	572
10747	Ugaritic	sleep	šnt		(WUS 138)	572
10748	Hebrew	sleep	šēnā		(HALOT 1601)	572
10749	Syriac	sleep	šentā		(LSyr. 789, SL 1581)	572
10751	Arabic	envie de dormir, somnolence; sommeil profond; premier somme (want to sleep, drowsiness; deep sleep; first slumber)	sinat-, wasnat-, wasanat-		(BK 2 1539)	572
	PS	to be multicolored	*brm		(Kogan 2011: 199)	579
5271	Akkadian	to be multicolored	barāmu		(CAD B 103, AHw. 105)	579
22738	Akkadian	coloured wool	barumtu, barundu		(CAD B 131, AHw. 110)	579
5272	Hebrew	twocolored fabric	bərōmīm		(HALOT 161)	579
13310	Arabic	to make a rope of two strands, or distinct yarns or twists	brm		(Lane 195)	579
5273	Arabic	a rope in which are two colors	barīm-		(Lane 195)	579
	PS	shoot	*parγ-		(Kogan 2006c: 272; Kogan 2011: 201, SED No. 179)	585
3576	Akkadian	bud, shoot	perˀu		(CAD P 416, AHw. 856)	585
3590	Syriac	bud	perˁā		(LSyr. 603, SL 1248)	585
	PS	bull	*bVˁVr-		(SED II No. 53; Kogan 2011: 205)	590
5381	Akkadian	bull, young cattle	bīru		(CAD B 266, AHw. 130)	590
5382	Akkadian	young calf	būru		(CAD B 340, AHw. 141)	590
5384	Hebrew	livestock, cattle	bəˁīr		(HALOT 142)	590
21823	Syriac	brute animal, a beast of burden; a herd of cattle; a beast of burden, packhorse	bəˁīrā		(LSyr. 85, SL 173)	590
5388	Arabic	camel	baˁīr-		(BK 1 142, Lane 226)	590
24455	Arabic	cow	bārah		(Piamenta 44)	590
5383	Geez	ox, bull, horned cattle	bəˁər, bəˁərā, bəˁrāwi, bəˁrāy		(CDG 84, LLA 530, Gr. 190)	590
	PS	cow	*laˀay-at-, *layˀ-at-		(SED II No. 142; Kogan 2011: 205)	591
5393	Akkadian	cow	lītu		(CAD L 217, AHw. 55)	591
5399	Arabic	a wild hoofed animal	laˀaⁿ, laˀāt-		(BK 2 954)	591
	PS	(meaning is uncertain)	*parr(-at)-		(SED II No. 181; Kogan 2011: 205)	594
5426	Akkadian	young of small cattle; (male) lamb	parru		(CAD P 192, AHw. 834, SAD I 70)	594
5425	Ugaritic	young bull; heifer	pr, prt		(DUL 678, 683)	594
5424	Hebrew	bull, steer; cow	par, pārā		(HALOT 960, 964)	594
5427	Syriac	lamb	parrā, partā		(LSyr. 591, SL 1252)	594
22663	Arabic	lamb, kid or antelope cub	furfur-		(BK 2 582; Lane 2356–7)	594
5428	Arabic	young of small cattle	furār-		(BK 2 559, Lane 2356)	594
	PS	small cattle	*ṣ̂aˀn-		(SED II No. 219; Kogan 2011: 205)	596
5429	Akkadian	small cattle	ṣēnu		(CAD Ṣ 128, AHw. 1090)	596
5430	Ugaritic	ewe, small cattle	ṣˀin		(DUL 775)	596
5431	Hebrew	flocks (sheep and goats)	ṣō(ˀ)n		(HALOT 992)	596
5432	Syriac	flock; sheep; herd	ˁānā		(LSyr. 533, SL 1114)	596
5433	Arabic	small cattle	ḍaˀn-		(BK 2 2, Lane 1760)	596
	PS	ewe	*ṯaˀ(w)-at-		(SED II No. 236; Kogan 2011: 205)	598
5441	Akkadian	ewe	šuˀu		(CAD Š₃ 417, AHw. 1255)	598
5442	Ugaritic	ewe	ṯaˀt		(DUL 892)	598
5445	Arabic	ewe	ṯaˀwat-		(BK 1 215)	598
	PS	ram	*kabŝ-		(SED II No. 114; Kogan 2011: 205)	600
5459	Akkadian	young sheep	kabsu		(CAD K 23, AHw. 418)	600
5454	Hebrew	ram	käbäŝ		(HALOT 460)	600
5460	Syriac	wether	kebšā		(LSyr. 317, SL 598)	600
5455	Arabic	ram	kabš-		(BK 2 855, Lane 2588)	600
	PS	lamb	*ḫVrVp-		(SED II No. 113; Kogan 2011: 206)	603
5470	Akkadian	spring lamb	ḫurāpu		(CAD Ḫ 245, AHw. 357)	603
5471	Ugaritic	ewe lamb, ewe	ḫprt		(DUL 401)	603
5472	Syriac	yearling; unripe grain	ḥurpā		(LSyr. 258, SL 434)	603
5473	Arabic	lamb	ḫarūf-		(BK 1 562, Lane 726)	603
	PS	billy goat	*tayš-		(SED II No. 231; Kogan 2011: 206)	604
5484	Akkadian	buck, ram	daššu		(CAD D 120, AHw. 165, 1550)	604
5476	Hebrew	billy goat	tayiš		(HALOT 1729)	604
5477	Syriac	hegoat	tayšā		(LSyr. 822, SL 1642)	604
5478	Arabic	billy goat	tays-		(BK 1 212, Lane 324)	604
	PS	male of small cattle	*ˁat(t)ūd-		(SED II No. 44; Kogan 2011: 206)	605
5487	Akkadian	wild sheep	atūdu		(CAD A₂ 521, AHw. 88)	605
5486	Hebrew	male goat or sheep	ˁattūd		(HALOT 902)	605
5485	Arabic	billy goat	ˁatūd		(BK 2 162, Lane 1945)	605
	PS	male kid	*ˁurīṯ̣-		(SED II No. 39; Kogan 2011: 206)	606
5488	Akkadian	billy goat	urīṣu		(CAD U–W 227, AHw. 1430)	606
	PS	female kid	*ˁVnVḳ-		(SED II No. 34; Kogan 2011: 206)	607
5490	Akkadian	female kid	unīḳu		(CAD U–W 158, AHw. 1420)	607
5491	Arabic	female kid	ˁanāq-		(BK 2 388, Lane 2176)	607
	PS	head of small cattle	*laˀlaˀ-		(SED II No. 143, Kogan 2011: 206, Kogan 2015: 337)	608
1941	Akkadian	kid	lalû		(CAD L 51, AHw. 592)	608
1940	Ugaritic	suckling (lamb or kid)	llˀu		(DUL 498, Watson 2007: 91)	608
	PS	donkey	*ḥimār-		(SED II No. 98; Kogan 2011: 206)	610
5499	Akkadian	donkey	imēru		(CAD I 110, AHw. 375)	610
5500	Ugaritic	donkey; load (measure of capacity)	ḥmr		(DUL 363)	610
5501	Hebrew	donkey	ḥămōr		(HALOT 327)	610
5502	Syriac	donkey	ḥmārā		(LSyr. 241, SL 467)	610
5503	Arabic	donkey, wild ass, onager	ḥimār-		(BK 1 490, Lane 641)	610
	PS	to eat, swallow (?)	*twy		(Kogan 2015: 539)	611
5507	Akkadian	to eat, to graze	taˀû		(CAD T 301, AHw. 1340)	611
5508	Akkadian	food	tiˀīum		(CAD T 398, AHw. 1363)	611
5509	Akkadian	food, sustenance	tiˀûtu		(CAD T 439, AHw. 1363)	611
	PS	foal	*muhr-		(SED II No. 149; Kogan 2011: 206)	614
5579	Akkadian	foal	mūru		(CAD M₂ 229, AHw. 677)	614
5580	Syriac	horse`s foal	muhrā		(LSyr. 376, SL 723)	614
21759	Geez	colt, young camel	mhr, ˀmhr		(Littmann 1913 86)	614
	PS	pig	*ḫV(n)zīr-		(SED II No. 111; Kogan 2011: 207)	618
5620	Akkadian	pig	ḫuzīru		(CAD Ḫ 266, AHw. 362)	618
5621	Ugaritic	pig	ḫu-zi-rù		(Huehnergard 1987: 128)	618
5622	Hebrew	swine, boar	ḥăzīr		(HALOT 302)	618
5623	Syriac	pig	ḥzīrā		(LSyr. 225, SL 441)	618
5624	Arabic	pig	ḫinzīr-		(BK 1 639, Lane 732)	618
5625	Geez	pig, wild boar	ḫanzir		(СDG 263, LLA 109)	618
	PS	leopard	*namir-		(SED II No. 164; Kogan 2011: 208)	619
4097	Akkadian	leopard	nimru		(CAD N₂ 234, AHw. 790)	619
5642	Hebrew	leopard	nāmēr		(HALOT 701)	619
5643	Syriac	leopard	nemrā		(LSyr. 431, SL 922)	619
5644	Arabic	leopard	nimr-, namir-		(BK 2 1346, Lane 2853)	619
5647	Geez	leopard	namr		(CDG 398, LLA 634, Gr. 213)	619
	PS	wolf	*ḏiˀb-		(SED II No. 72; Kogan 2011: 208)	620
5653	Akkadian	jackal	zību		(CAD Z 106, AHw. 1525)	620
5649	Hebrew	wolf	zəˀēb		(HALOT 260)	620
5650	Syriac	wolf	dēbā		(LSyr. 137, SL 268)	620
5651	Arabic	wolf	ḏiˀb-		(BK 1 760, Lane 949)	620
8087	Geez	hyena	zəˀb, zəbˀ		(CDG 630, LLA 1056, Gr. 30)	620
	PS	fox	*ṯVˁVl-, *ṯaˁlab-		(SED II No. 237; Kogan 2011: 208)	621
5656	Akkadian	fox	šēlebu		(CAD Š₂ 268, AHw. 1210)	621
5657	Hebrew	fox; jackal	šūˁāl		(HALOT 1445)	621
5658	Syriac	fox	taˁlā		(LSyr. 830, SL 1657)	621
5659	Arabic	fox	ṯuˁāl-, ṯaˁlab-		(BK 1 225, Lane 237, 338)	621
	PS	hyena	*ṣ̂VbVˁ-		(SED II No. 220; Kogan 2011: 208)	622
5665	Akkadian	hyena	būṣu		(CAD B 349, AHw. 143)	622
3810	Akkadian	bear	ṣa-ba-ú		(Pentiuc 2001: 160–161)	622
3812	Hebrew	hyena	ṣābūaˁ		(HALOT 997)	622
23655	Syriac	hyena	ˀăpˁā		(LSyr. 42, SL 88)	622
3811	Arabic	hyena	ḍabuˁ-		(BK 2 7, Lane 1766)	622
5663	Geez	hyena	ṣ̂əbˁ		(CDG 147)	622
	PS	bear	*dubb-		(SED II No. 65; Kogan 2011: 208)	623
5666	Akkadian	bear	dabû		(CAD D 17, AHw. 148)	623
21881	Ugaritic	bear	db		(DUL 260)	623
5668	Hebrew	bear	dōb		(HALOT 207–208, Jastrow 282)	623
21882	Hebrew	shebear	dubbā		(Jastrow 1712)	623
5669	Syriac	bear	debbā		(LSyr. 137, SL 268)	623
5670	Arabic	bear	dubb-		(Lane 841)	623
5671	Geez	bear	dəbb		(CDG 119)	623
	PS	gazelle	*ṯ̣aby(-at)-		(SED II No. 242; Kogan 2011: 208)	624
5672	Akkadian	gazelle	ṣabītu		(CAD Ṣ 42, AHw. 1071)	624
5674	Ugaritic	gazelle	ṯ̣by		(DUL 1003)	624
5675	Hebrew	gazelle	ṣəbī		(HALOT 998)	624
5676	Syriac	gazelle, deer	ṭabyā		(LSyr. 266, SL 509)	624
5677	Arabic	gazelle	ḏ̣aby-		(BK 1 132, Lane 1908)	624
	PS	wild bull (bos primigenius)	*riˀm-		(SED II No. 186; Kogan 2011: 208)	625
5680	Akkadian	wild bull	rīmu		(CAD R 359, AHw. 986)	625
5682	Ugaritic	wild bull, buffalo	rˀum		(DUL 72)	625
5690	Hebrew	wild bull	rəˀēm		(HALOT 116)	625
5692	Syriac	buffalloo	raymā		(LSyr. 727, SL 1461)	625
5695	Arabic	kind of antelope	riˀm-		(BK 1 796, Lane 998)	625
	PS	gazelle	*γVzāl-		(SED II No. 92; Kogan 2011: 208)	628
5728	Akkadian	gazelle	ḫuzālu		(CAD Ḫ 265, AHw. 362, 1447)	628
5729	Syriac	gazelle; fawn	ˁūzaylā		(LSyr. 519, SL 1078)	628
5726	Arabic	gazelle	γazāl-		(BK 2 464, Lane 2256)	628
	PS	a wild ruminant	*na(ya)l-		(SED II No. 169; Kogan 2011: 208)	629
5730	Akkadian	roe deer	nayalu		(CAD N₁ 152, AHw. 725)	629
	PS	a wild ruminant	*bVb(b)-		(SED II No. 54; Kogan 2011: 208)	630
5735	Akkadian	wild sheep	bibbu		(CAD B 21, AHw. 124)	630
	PS	wild ass	*par(a)ˀ-		(SED II No. 176; Kogan 2011: 208)	631
5740	Akkadian	mule	parû		(CAD P 206, AHw. 837)	631
5742	Hebrew	wild ass	pärä(ˀ)		(HALOT 961)	631
5744	Arabic	wild ass	faraˀ-		(BK 2 560, Lane 2357)	631
	PS	mouse	*paˀr-		(SED II No. 170; Kogan 2011: 209)	633
5765	Akkadian	mouse	pērūrūtu		(CAD P 420, AHw. 856)	633
5767	Arabic	mouse	faˀr-		(BK 2 529, Lane 2324)	633
	PS	jerboa	*yarbVˁ-		(SED II No. 251; Kogan 2011: 209)	635
5772	Akkadian	jerboa	arrabû		(CAD A₂ 302, AHw. 70)	635
22620	Syriac	jerboa	yarbūˁā		(LSyr. 309, PS 1629)	635
5774	Arabic	jerboa	yarbūˁ-		(BK 1 811)	635
	PS	elephant	*pīl-, *pīr-		(SED II No. 173; Kogan 2011: 209)	639
5792	Akkadian	elephant	pīru		(CAD P 418, AHw. 867)	639
5793	Hebrew	elephant	pīl		(Jastrow 1163)	639
5794	Syriac	elephant	pīlā		(LSyr. 566, SL 1186)	639
5795	Arabic	elephant	fīl-		(BK 2 655, Lane 2474)	639
5796	Geez	water buffalo; elephant	falfal		(CDG 159)	639
	PS	bird	*ˁVṣṣūr-		(SED II No. 43; Kogan 2011: 210)	640
5801	Akkadian	bird	iṣṣūru		(CAD I 210, AHw. 390)	640
5802	Ugaritic	bird; domestic fowl, poultry	ˁṣr		(DUL 187)	640
	PS	crow, raven	*γārib-, *γurā̆b-		(SED II No. 89; Kogan 2011: 210)	642
5813	Akkadian	crow, raven	āribu		(CAD A₂ 265, AHw. 68)	642
5815	Hebrew	crow, raven	ˁōrēb		(HALOT 879)	642
5816	Syriac	crow, raven	ˁurbā		(LSyr. 546, SL 1086)	642
5817	Arabic	crow, raven	γurāb-		(BK 2 451, Lane 2243)	642
	PS	stork	*laḳlaḳ-		(SED II No. 146; Kogan 2011: 210)	645
5836	Akkadian	stork	laḳlaḳḳu		(CAD L 102, AHw. 538)	645
5837	Arabic	stork	laqlaq-, laqlāq-		(BK 2 1016)	645
	PS	swallow	*sVnūn(Vw)-at-		(SED II No. 197; Kogan 2011: 210)	647
5842	Akkadian	swallow	sinuntu		(CAD S 295, AHw. 1048)	647
2534	Ugaritic	swallow	snnt		(DUL 764)	647
5844	Hebrew	swallow	sənūnīt		(Jastrow 1005)	647
5845	Syriac	swallow	snūnītā		(LSyr. 483, SL 1023)	647
5846	Arabic	swallow	sunūnuw-		(BK 1 1147)	647
	PS	snake	*baṯan-		(SED II No. 63; Kogan 2011: 211)	650
5859	Akkadian	snake; horned viper	bašmu		(CAD B 141, AHw. 112)	650
1518	Ugaritic	snake	bṯn		(DUL 252)	650
5857	Hebrew	a venomous serpent	pätän		(HALOT 990)	650
5858	Syriac	adder, asp	patnā		(LSyr. 618, SL 1268)	650
5855	Arabic	snake	baṯan-		(BK 1 85)	650
	PS	to draw off	*lḫṣ/*ḫlṣ		(Kogan 2011: 245; Kogan 2015: 444)	653
5882	Akkadian	to press, to sqeeze out; to clean by combing	ḫalāṣu		(CAD Ḫ 40, AHw. 311)	653
5879	Hebrew	to draw off	ḥlṣ		(HALOT 321)	653
5880	Syriac	(pa.) to pillage, steal; to draw out, extract	ḥlṣ		(LSyr. 237, SL 460)	653
5883	Arabic	to become clear	ḫlṣ		(Lane 785)	653
5884	Arabic	sediment of butter	ḫulāṣat-		(Lane 785)	653
5878	Arabic	to pull out the eye together with the fat (of a slaughtered camel)	lḫṣ		(WKAS L 426)	653
24290	Geez	to peel, to bark	laḥaṣa		(CDG 312, LLA 34)	653
	PS	chameleon	*ḥVrb-		(SED II No. 101; Kogan 2011: 211)	655
5901	Akkadian	chameleon	ḫurbabillu		(CAD Ḫ 230, AHw. 35)	655
5903	Arabic	chameleon	ḥirbāˀ-		(BK 1 403, Lane 541)	655
	PS	gecko	*ˁVṯ̣āy-		(SED II No. 46; Kogan 2011: 211)	657
5909	Akkadian	gecko	iṣṣû		(CAD I 206, AHw. 253)	657
5910	Arabic	gecko	ˁiḏ̣āyat-, ˁaḏ̣āˀat-		(BK 2 294, Lane 2088)	657
	PS	gecko	*pVṣγ-		(SED II No. 184; Huehnergard 1991a: 695; Kogan 2011: 211)	658
	PS	(a lizard)	*ḥVmṭ-		(SED II No. 99; Kogan 2011: 211)	659
5916	Akkadian	a snake or lizard	ḫulmiṭṭu		(CAD Ḫ 230, AHw. 354)	659
5914	Hebrew	reptile	ḥōmäṭ		(HALOT 328)	659
5915	Arabic	serpent	ḥamaṭīṭ-		(BK 1 493, LA VII 277)	659
	PS	(a lizard)	*ḥVrd/ḏān-		(SED II No. 102; Kogan 2011: 211)	660
21745	Hebrew	large Libyan lizard	ḥardōn		(Jastrow 499)	660
5917	Syriac	starred lizard	ḥardānā		(LSyr. 255, SL 487)	660
5918	Arabic	lizard	ḥirḏawn-, ḥirdawn-		(BK 1 406, Lane 545)	660
	PS	turtle	*raḳḳ-		(SED II No. 190; Kogan 2011: 211)	662
5924	Akkadian	turtle	raḳḳu		(CAD R 172, AHw. 958)	662
5925	Syriac	turtle	raḳḳā		(LSyr. 743, SL 1490)	662
5926	Arabic	turtle	raqq-		(BK 1 903, Lane 1130)	662
	PS	turtle	*šalaḥpaw/y-, *šalapḥaw/y-		(SED II No. 202; Kogan 2011: 211)	663
5928	Akkadian	turtle; a snake	šeleppû		(CAD Š₂ 271, AHw. 1210)	663
5929	Arabic	turtle	sulaḥfā, sulḥafā		(BK 1 1120, Lane 1403)	663
	PS	fly	*ḏVb(V)b-		(SED II No. 73; Kogan 2011: 212)	666
5949	Akkadian	fly	zubbu		(CAD Z 154, AHw. 1535)	666
5950	Hebrew	fly	zəbūb		(HALOT 261)	666
5951	Syriac	fly	dabbābā		(LSyr. 138, SL 268)	666
5952	Arabic	fly	ḏubāb-		(BK 1 762, Lane 952)	666
5953	Geez	fly	zənb		(CDG 640)	666
	PS	gnat	*baḳḳ-		(SED II No. 58; Kogan 2011: 212)	667
5958	Akkadian	gnat	baḳḳu		(CAD B 101, AHw. 105)	667
5959	Syriac	gnat	bāḳā		(LSyr. 87, SL 176)	667
5960	Arabic	gnat	baqq-		(BK 1 148, Lane 233)	667
	PS	flea	*pVrγVṯ-		(SED II No. 185; Kogan 2011: 212)	669
5971	Akkadian	flea	peršaˀu, perˀāšu		(CAD P 414, AHw. 855)	669
5972	Hebrew	flea	parˁōš		(HALOT 971)	669
5973	Syriac	flea	purtaˁnā		(LSyr. 610, SL 1174)	669
5974	Arabic	flea	burγūṯ-		(BK 1 113, Lane 189)	669
	PS	louse	*ḳalm-		(SED II No. 130; Kogan 2011: 212)	671
5979	Syriac	louse, parasite, weevil	ḳalmā		(LSyr. 668, SL 1372)	671
	PS	louse	*kVnVm-		(SED II No. 116; Kogan 2011: 212–213)	672
5983	Hebrew	gnats	kinnām		(HALOT 484)	672
	PS	nit	*nāb-, *nib(b)-		(SED II No. 157; Kogan 2011: 213)	674
5987	Akkadian	a louse	nābu		(CAD N₁ 40, AHw. 699)	674
5988	Syriac	louse, nit	nābā		(LSyr. 418, SL 882)	674
	PS	moth	*sā/ūs-		(SED II No. 198; Kogan 2011: 213)	675
5990	Akkadian	moth	sāsu		(CAD S 196, AHw. 1032)	675
5991	Hebrew	clothes moth	sās		(HALOT 761)	675
5992	Syriac	mare; kind of worms which infest the grape vine	sūstā, sāsā		(LSyr. 465, SL 986)	675
5993	Arabic	moth	sūs-		(BK 1 1164, Lane 1466)	675
	PS	moth	*ˁVṯ(V)ṯ-		(SED II No. 45; Kogan 2011: 213)	676
5996	Akkadian	moth	ašāšu		(CAD A₂ 422, AHw. 79)	676
5997	Hebrew	moth	ˁāš		(HALOT 895)	676
5998	Syriac	small louse	ˁaššā		(LSyr. 551, SL 1144)	676
5999	Arabic	moth	ˁuṯṯat-		(BK 2 169, Lane 1951)	676
	PS	locust	*ḥargal-		(SED II No. 103; Kogan 2011: 213)	677
6001	Akkadian	locust	ergilu		(CAD I 176, AHw. 240)	677
6003	Hebrew	locust	ḥargōl		(HALOT 350)	677
6005	Syriac	cricket	ḥargālā		(LSyr. 255, SL 487)	677
6006	Arabic	kind of locust	ḥarǯal-, ḥarǯūl-		(Dozy I 268)	677
6004	Arabic	swarm of locust	ḥarǯalat-		(BK 1 405)	677
	PS	cricket	*ṣarṣar-, *ṣarṣūr-		(SED II No. 213; Kogan 2011: 213)	678
6008	Akkadian	cricket	ṣarṣaru		(CAD Ṣ 115, AHw. 1086)	678
22361	Hebrew	cricket	ṣarṣūr		(Jastrow 1305)	678
6009	Syriac	type of locust	ṣarṣūrā		(LSyr. 639, SL 1304)	678
6010	Arabic	cricket	ṣarṣar-		(BK 1 1330, Lane 1673)	678
	PS	worm	*tawliˁ-at-		(SED II No. 230; Kogan 2011: 213)	682
6028	Akkadian	worm, maggot	tūltu		(CAD T 466, AHw. 1369)	682
6029	Hebrew	worm	tōlēˁā		(HALOT 1702)	682
6030	Syriac	worm	tawlˁā		(LSyr. 825, SL 1630)	682
	PS	flesh	*šiˀr-		(SED I No. 238; Kogan 2011: 214)	691
6061	Akkadian	flesh	šīru		(CAD Š₃ 113, AHw. 1248)	691
518	Ugaritic	flesh	šˀir		(DUL 797)	691
6063	Hebrew	body, flesh	šəˀēr		(HALOT 1378)	691
	PS	tendon, sinew	*gīd-		(SED I No. 72; Kogan 2011: 215)	692
6070	Akkadian	tendon, sinew	gīdu		(CAD G 66, AHw. 287)	692
6071	Ugaritic	tendon, sinew	gd		(DLU 144)	692
6072	Hebrew	tendon, sinew	gīd		(HALOT 189)	692
6073	Syriac	sinew; fiber of a root	gyādā		(LSyr. 114, SL 228)	692
6076	Arabic	neck	ǯīd-		(BK 1 361, Lane 493)	692
	PS	sinew, tendon; nerve	*matn- (1)		(Held 1965: 405; SED I No. 191; Kogan 2011: 215)	693
6077	Akkadian	sinew, tendon	matnu		(CAD M₁ 412, AHw. 633)	693
6087	Arabic	spine; tendon, sinew	matn-		(LA 13 490, Lane 3017)	693
6079	Geez	sinew, nerve, muscle	matn		(CDG 372)	693
	PS	joint of limb bones; flexion, bend of limbs	*kVrm-		(SED I No. 149; Kogan 2011: 215)	696
6098	Akkadian	crooked arms	kirimmu		(CAD K 406, AHw. 484)	696
6099	Arabic	upper part of the thigh where the socket turns	karmat-		(LA 12 608)	696
	PS	articulation, joint, wrist	*kVm-		(SED I No. 143; Kogan 2011: 215)	697
6104	Akkadian	wrist	kimkimmu		(CAD K 373, AHw. 478)	697
6107	Arabic	sleeve	kumm-		(BK 2 927)	697
	PS	fat	*ŝaḥm-		(SED I No. 263; Kogan 2011: 215)	698
6108	Akkadian	fat	šēmu		(CAD Š₂ 287, AHw. 1211)	698
24616	Arabic	to be fat	šaḥuma		(Lane 1513)	698
6109	Arabic	fat	šaḥm-		(BK 1 1199, Lane 1513)	698
	PS	fatty, fleshy tissue	*lVpˀ-		(SED I No. 180; Kogan 2011: 216)	701
6118	Akkadian	fat, tallow	lipû		(CAD L 202, AHw. 555)	701
23276	Hebrew	glutinous substance, pus	liplūp		(Jastrow 715)	701
6119	Arabic	piece of flesh peeled off from the bone	lafīˀat-		(BK 2 1009, Lane 2665)	701
	PS	skin	*mašk-		(SED I No. 190; Kogan 2011: 216)	703
6123	Akkadian	skin, leather	mašku		(CAD M₁ 376, AHw. 627)	703
6126	Hebrew	leather pouch	mäšäk		(HALOT 646)	703
6124	Syriac	skin	meškā		(LSyr. 407, SL 846)	703
6125	Arabic	peau ôtée récemment d'un agneau ou d'un chevreau (recently removed skin from a lamb or kid)	mask-		(BK 2 1106)	703
	PS	skin	*parr-, *parw-		(SED I No. 217; Kogan 2011: 216)	705
6134	Akkadian	skin, hide	pāru		(CAD P 209, AHw. 836)	705
6135	Syriac	bran; husk, shell; scale of head, dandruff	partā		(LSyr. 591, SL 1255)	705
6136	Arabic	fur, skin	farw-		(BK 2 588, Lane 2390)	705
17963	Geez	to shell, husk	farra		(CDG 166)	705
	PS	neck	*ki(n)šād-		(SED I No. 147; Kogan 2011: 216)	707
6139	Akkadian	neck	kišādu		(CAD K 446, AHw. 490)	707
6140	Geez	neck	kəsād		(CDG 296)	707
